Rehabilitation of Pneumo-Cardiovascular and Metabolic Disorders in Children,Marieke De Craemer,3,D013233
"Radioprotectie, veiligheid en reglementering",Klaus Bacher,5,D013254
"Biologie, genetica en embryologie",Björn Menten,4,D013255
Fysica 1,Ans Baeyens,6,D013264
Communicatievaardigheden,Kim Bettens,3,D013265
Gerontologie en geriatrie,Nele Van Den Noortgate,4,D013266
Neurolinguïstiek,Miet De Letter,3,D013267
Neurogene taalstoornissen,Miet De Letter,3,D013268
"Klinische, audiologische en wetenschappelijke aspecten van het cochleair implantaat",Ingeborg Dhooge,6,D013271
Gespecialiseerde verdieping in orthodontie 1 ,Guy De Pauw,4,D013277
Gespecialiseerde verdieping in orthodontie 4,Guy De Pauw,4,D013280
Communicatie voor de tandarts-specialist ,Peter Vermeir,3,D013281
Management voor de tandarts-specialist ,Peter Vermeir,3,D013282
Gespecialiseerde verdieping in parodontologie 1,Véronique Christiaens,6,D013288
Gespecialiseerde verdieping in parodontologie 2,Jan Cosyn,6,D013289
Gespecialiseerde verdieping in endodontologie 1,Maarten Meire,6,D013294
Gespecialiseerde verdieping in endodontologie 2,Roeland De Moor,6,D013295
Gespecialiseerde verdieping in kindertandheelkunde en de bijzondere tandheelkunde 1,Sivaprakash Rajasekharan,8,D013300
Gespecialiseerde verdieping in kindertandheelkunde en de bijzondere tandheelkunde 2,Sivaprakash Rajasekharan,7,D013301
Persoonlijke ontwikkeling als tandarts-specialist,Mieke De Bruyne,3,D013309
Revalidatie en kinesitherapie van het musculoskeletale stelsel: thoracale en cervicale wervelzuil,Barbara Cagnie,5,D013310
"Klinische vorming in anesthesie-reanimatie, deel 1",Anneliese Moerman,25,D013311
"Klinische vorming in anesthesie-reanimatie, deel 2",Luc De Baerdemaeker,25,D013312
Voorbereiding tot masterproef,Patrick Wouters,10,D013313
Masterproef,Patrick Wouters,20,D013314
Revalidatie en kinesitherapie van het uro-gynaecologische stelsel,Karel Everaert,4,D013315
Management in revalidatie en kinesitherapie,Dirk Cambier,6,D013316
Masterproef in revalidatie en kinesitherapie Deel 2,Marieke De Craemer,15,D013317
Pneumocardiovasculaire revalidatie en kinesitherapie bij kinderen,Kristof Vandekerckhove,3,D013319
Revalidatie en kinesitherapie bij kinderen met neurologische aandoeningen,Nathalie De Beukelaer,8,D013320
Musculoskeletale revalidatie en kinesitherapie bij kinderen,Nathalie De Beukelaer,3,D013321
Revalidatie en kinesitherapie bij kinderen met verstandelijke en meervoudige beperkingen,Marieke Coussens,3,D013322
Revalidatie en kinesitherapie en psychomotoriek bij kinderen met neurobiologische ontwikkelingsstoornissen ,Lynn Bar-On,7,D013323
Coaching en motivatie in de kinderrevalidatie,Marieke Coussens,3,D013324
"Klinische vorming in inwendige geneeskunde, deel 1",Fritz Offner,25,D013325
Klinische vorming in cardiologie,Sofie Gevaert,25,D013326
"Klinische vorming in dermato-venereologie, deel 1",Evelien Verhaeghe,25,D013327
"Klinische vorming in dermato-venereologie, deel 2",Evelien Verhaeghe,25,D013328
"Klinische vorming in fysische geneeskunde en revalidatie, deel 1",KATIE BOUCHE,25,D013329
"Klinische vorming in fysische geneeskunde en revalidatie, deel 2",KATIE BOUCHE,25,D013330
Klinische vorming in gastro-enterologie,Karen Geboes,25,D013331
"Klinische vorming in gerechtelijke geneeskunde, deel 1",Jo Van Dorpe,25,D013332
"Klinische vorming in gerechtelijke geneeskunde, deel 2",Jo Van Dorpe,25,D013333
Klinische vorming in geriatrie,Nele Van Den Noortgate,25,D013334
"Klinische vorming in gynaecologie-verloskunde, deel 1",Steven Weyers,25,D013335
"Klinische vorming in gynaecologie-verloskunde, deel 2",Steven Weyers,25,D013336
"Klinische vorming in heelkunde, deel 1",Frederik Berrevoet,25,D013337
"Klinische vorming in heelkunde, deel 2",Frederik Berrevoet,25,D013338
"Klinische vorming in inwendige geneeskunde, deel 2",Fritz Offner,25,D013339
"Klinische vorming in klinische biologie, deel 1",Jerina Boelens,25,D013340
"Klinische vorming in klinische biologie, deel 2",Jerina Boelens,25,D013341
"Klinische vorming in klinische genetica, deel 1",Olivier Vanakker,25,D013342
"Klinische vorming in klinische genetica, deel 2",Olivier Vanakker,25,D013343
Klinische vorming in medische oncologie,Lore Lapeire,25,D013344
"Klinische vorming in neurochirurgie, deel 1",Edward Baert,25,D013345
"Klinische vorming in neurochirurgie, deel 2",Edward Baert,25,D013346
"Klinische vorming in neurologie, deel 1",Paul Boon,25,D013347
"Klinische vorming in neurologie, deel 2",Paul Boon,25,D013348
"Klinische vorming in nucleaire geneeskunde, deel 1",Donatienne Van Weehaeghe,25,D013349
"Klinische vorming in nucleaire geneeskunde, deel 2",Donatienne Van Weehaeghe,25,D013350
"Klinische vorming in oftalmologie, deel 1",Bart Leroy,25,D013351
"Klinische vorming in oftalmologie, deel 2",Bart Leroy,25,D013352
"Klinische vorming in orthopedische heelkunde, deel 1",Jan Victor,25,D013353
"Klinische vorming in orthopedische heelkunde, deel 2",Jan Victor,25,D013354
"Klinische vorming in otorhinolaryngologie, deel 1",Ingeborg Dhooge,25,D013355
"Klinische vorming in otorhinolaryngologie, deel 2",Ingeborg Dhooge,25,D013356
"Klinische vorming in pathologische anatomie, deel 1",Jo Van Dorpe,25,D013357
"Klinische vorming in pathologische anatomie, deel 2",Jo Van Dorpe,25,D013358
"Klinische vorming in pediatrie, deel 1",Catharina Dhooge,25,D013359
"Klinische vorming in pediatrie, deel 2",Catharina Dhooge,25,D013360
"Klinische vorming in plastische, reconstructieve en esthetische heelkunde, deel 1",Phillip Blondeel,25,D013361
"Klinische vorming in plastische, reconstructieve en esthetische heelkunde, deel 2",Phillip Blondeel,25,D013362
Klinische vorming in pneumologie,Veerle Surmont,25,D013363
"Klinische vorming in psychiatrie, meer bepaald in de kinder- en jeugdpsychiatrie, deel 1",Karlien Dhondt,25,D013364
"Klinische vorming in psychiatrie, meer bepaald in de kinder- en jeugdpsychiatrie, deel 2",Karlien Dhondt,25,D013365
"Klinische vorming in psychiatrie, meer bepaald in de volwassenpsychiatrie, deel 1",Gilbert Lemmens,25,D013366
"Klinische vorming in psychiatrie, meer bepaald in de volwassenpsychiatrie, deel 2",Gilbert Lemmens,25,D013367
"Klinische vorming in radiotherapie-oncologie, deel 1",Katrien Vandecasteele,25,D013368
"Klinische vorming in radiotherapie-oncologie, deel 2",Katrien Vandecasteele,25,D013369
Klinische vorming in reumatologie,Filip Van den Bosch,25,D013370
"Klinische vorming in röntgendiagnose, deel 1",Koenraad Verstraete,25,D013371
"Klinische vorming in röntgendiagnose, deel 2",Koenraad Verstraete,25,D013372
"Klinische vorming in stomatologie en mond-, kaak- en aangezichtschirurgie, deel 1",Renaat Coopman,25,D013373
"Klinische vorming in stomatologie en mond-, kaak- en aangezichtschirurgie, deel 2",Renaat Coopman,25,D013374
"Klinische vorming in urgentiegeneeskunde, deel 1",Peter De Paepe,25,D013375
"Klinische vorming in urgentiegeneeskunde, deel 2",Peter De Paepe,25,D013376
"Klinische vorming in urologie, deel 1",Karel Everaert,25,D013377
"Klinische vorming in urologie, deel 2",Karel Everaert,25,D013378
Gevorderd klinisch redeneren en handelen bij musculoskeletale aandoeningen,Barbara Cagnie,10,D013379
Gevorderd klinisch redeneren en handelen bij sportletsels,Ann Cools,10,D013380
Toegepaste sportmedische begeleiding,Erik Witvrouw,3,D013382
Revalidatie en kinesitherapie bij (ver)ouderen: musculoskeletale aandoeningen,Evi Wezenbeek,3,D013384
Capita selecta in de revalidatie en kinesitherapie bij (ver)ouderen,Nele Van Den Noortgate,8,D013385
Vestibulaire revalidatie,Leen Maes,3,D013387
Management of Information Systems in Healthcare,Pascal Coorevits,5,D013388
Bijzondere fysiologie bij inwendige ziekten,Heleen Demeyer,3,D013389
Projectmanagement in de gezondheidszorg,Simon Malfait,4,D013390
Stage: implementatiedeskundige in zorg,Dimitri Beeckman,8,D013391
Masterproef: implementatiedeskundige in zorg,Lise-Marie Kinnaer,16,D013392
Stage: onderzoeker in zorg en gezondheid,Dimitri Beeckman,8,D013393
Masterproef: onderzoeker in zorg en gezondheid,Lise-Marie Kinnaer,16,D013394
"Geavanceerd klinisch redeneren, diagnostiek, therapeutische besluitvorming en zorgplanning in de algemene gezondheidszorg",Stefan Heytens,5,D013395
"Geavanceerd klinisch redeneren, diagnostiek, therapeutische besluitvorming en zorgplanning in de geestelijke gezondheidszorg",Eddy Deproost,5,D013396
Advanced nurse led care voor de verpleegkundig specialist  in de algemene gezondheidszorg,Ann Van Hecke,4,D013397
Advanced nurse led care voor de verpleegkundig specialist  in de geestelijke gezondheidszorg,Eddy Deproost,4,D013398
Stage: verpleegkundig specialist,Herlinde Wynendaele,8,D013399
Masterproef: verpleegkundig specialist,Lise-Marie Kinnaer,16,D013400
Leiderschap en coaching,Tim Torsy,4,D013401
Capita Selecta: zelfmanagement en patiëntenparticipatie,Ann Van Hecke,5,D013402
Geïntegreerd kwaliteitszorgbeleid ,Eva Pape,8,D013403
Onderzoeksmethodologie voor verpleegkunde/vroedkunde/GGZ verpleegkunde: onderzoeksvoorstel,Lise-Marie Kinnaer,3,D013404
"Diagnostiek, interventies en outcomes in verpleegkunde/vroedkunde/GGZ verpleegkunde ",Anna Galle,3,D013405
Literatuuronderzoek in verpleegkunde/vroedkunde/GGZ verpleegkunde,Tim Torsy,4,D013406
Revalidatie en sport bij personen met een motorische beperking,KATIE BOUCHE,3,D013413
"Theoretische vorming in anesthesie-reanimatie, deel 1",Anneliese Moerman,10,D013414
"Theoretische vorming in anesthesie-reanimatie, deel 2",Luc De Baerdemaeker,10,D013415
"Theoretische vorming in inwendige geneeskunde, deel 1",Fritz Offner,10,D013416
Theoretische vorming in cardiologie,FRANK TIMMERMANS,10,D013417
"Theoretische vorming in dermato-venereologie, deel 1",Isabelle Hoorens,10,D013418
"Theoretische vorming in dermato-venereologie, deel 2",Evelien Verhaeghe,10,D013419
"Theoretische vorming in fysische geneeskunde en revalidatie, deel 1",KATIE BOUCHE,10,D013420
"Theoretische vorming in fysische geneeskunde en revalidatie, deel 2",KATIE BOUCHE,10,D013421
Theoretische vorming in gastro-enterologie,Danny De Looze,10,D013422
"Theoretische vorming in gerechtelijke geneeskunde, deel 1",Jo Van Dorpe,10,D013423
"Theoretische vorming in gerechtelijke geneeskunde, deel 2",Jo Van Dorpe,10,D013424
Theoretische vorming in geriatrie,Anja Velghe,10,D013425
"Theoretische vorming in gynaecologie-verloskunde, deel 1",Steven Weyers,10,D013426
"Theoretische vorming in gynaecologie-verloskunde, deel 2",Steven Weyers,10,D013427
"Theoretische vorming in heelkunde, deel 1",Frederik Berrevoet,10,D013428
"Theoretische vorming in heelkunde, deel 2",Frederik Berrevoet,10,D013429
"Theoretische vorming in inwendige geneeskunde, deel 2",Fritz Offner,10,D013430
"Theoretische vorming in klinische biologie, deel 1",Katrien Devreese,10,D013431
"Theoretische vorming in klinische biologie, deel 2",Katrien Devreese,10,D013432
"Theoretische vorming in klinische genetica, deel 1",Fransiska Malfait,10,D013433
"Theoretische vorming in klinische genetica, deel 2",Fransiska Malfait,10,D013434
Theoretische vorming in medische oncologie,Sylvie Rottey,10,D013435
"Theoretische vorming in neurochirurgie, deel 1",Edward Baert,10,D013436
"Theoretische vorming in neurochirurgie, deel 2",Edward Baert,10,D013437
"Theoretische vorming in neurologie, deel 1",Paul Boon,10,D013438
"Theoretische vorming in neurologie, deel 2",Paul Boon,10,D013439
"Theoretische vorming in nucleaire geneeskunde, deel 1",Donatienne Van Weehaeghe,10,D013440
"Theoretische vorming in nucleaire geneeskunde, deel 2",Donatienne Van Weehaeghe,10,D013441
"Theoretische vorming in oftalmologie, deel 1",Bart Leroy,10,D013442
"Theoretische vorming in oftalmologie, deel 2",Bart Leroy,10,D013443
"Theoretische vorming in orthopedische heelkunde, deel 1",Jan Victor,10,D013444
"Theoretische vorming in orthopedische heelkunde, deel 2",Jan Victor,10,D013445
"Theoretische vorming in otorhinolaryngologie, deel 1",Ingeborg Dhooge,10,D013446
"Theoretische vorming in otorhinolaryngologie, deel 2",Ingeborg Dhooge,10,D013447
"Theoretische vorming in pathologische anatomie, deel 1",Jo Van Dorpe,10,D013448
"Theoretische vorming in pathologische anatomie, deel 2",Sofie Verbeke,10,D013449
"Theoretische vorming in pediatrie, deel 1",Stephanie Van Biervliet,10,D013450
"Theoretische vorming in pediatrie, deel 2",Stephanie Van Biervliet,10,D013451
"Theoretische vorming in plastische, reconstructieve en esthetische heelkunde, deel 1",Phillip Blondeel,10,D013452
"Theoretische vorming in plastische, reconstructieve en esthetische heelkunde, deel 2",Phillip Blondeel,10,D013453
Theoretische vorming in pneumologie,Veerle Surmont,10,D013454
"Theoretische vorming in psychiatrie, meer bepaald in de kinder- en jeugdpsychiatrie, deel 1",Karlien Dhondt,10,D013455
"Theoretische vorming in psychiatrie, meer bepaald in de kinder- en jeugdpsychiatrie, deel 2",Karlien Dhondt,10,D013456
"Theoretische vorming in psychiatrie, meer bepaald in de volwassenpsychiatrie, deel 1",Gilbert Lemmens,10,D013457
"Theoretische vorming in psychiatrie, meer bepaald in de volwassenpsychiatrie, deel 2",Gilbert Lemmens,10,D013458
"Theoretische vorming in radiotherapie-oncologie, deel 1",Tom Boterberg,10,D013459
"Theoretische vorming in radiotherapie-oncologie, deel 2",Yolande Lievens,10,D013460
Theoretische vorming in reumatologie,Filip Van den Bosch,10,D013461
"Theoretische vorming in röntgendiagnose, deel 1",Koenraad Verstraete,10,D013462
"Theoretische vorming in röntgendiagnose, deel 2",Koenraad Verstraete,10,D013463
"Theoretische vorming in stomatologie en mond-, kaak- en aangezichtschirurgie, deel 1",Renaat Coopman,10,D013464
"Theoretische vorming in stomatologie en mond-, kaak- en aangezichtschirurgie, deel 2",Renaat Coopman,10,D013465
"Theoretische vorming in urgentiegeneeskunde, deel 1",Peter De Paepe,10,D013466
"Theoretische vorming in urgentiegeneeskunde, deel 2",Peter De Paepe,10,D013467
"Theoretische vorming in urologie, deel 1",ANNE-FRANCOISE SPINOIT,10,D013468
"Theoretische vorming in urologie, deel 2",ANNE-FRANCOISE SPINOIT,10,D013469
"Management van de gezondheidszorg, deel 1",Peter De Paepe,4,D013470
"Management van de gezondheidszorg, deel 2",Peter De Paepe,5,D013471
Interdisciplinariteit en kwaliteitszorg in de revalidatie partim 1,André Vyt,3,D013472
Interdisciplinariteit en kwaliteitszorg in de revalidatie partim 2,André Vyt,3,D013473
"Algemene medische, kinesitherapeutische/ ergotherapeutische, logopedische, (neuro)psychologische en verpleegkundige aanpak bij personen met een niet-aangeboren hersenletsel ",Miet De Letter,4,D013474
"Algemene medische, kinesitherapeutische/ ergotherapeutische, logopedische, (neuro)psychologische en verpleegkundige aanpak bij personen met de ziekte van Parkinson of een verwante aandoening",Patrick Santens,4,D013475
Beroepsspecifieke Kinesitherapeutische en Ergotherapeutische diagnostiek en behandeling van NAH,Anke Van Bladel,3,D013485
Beroepsspecifieke Kinesitherapeutische en Ergotherapeutische diagnostiek en behandeling van personen met de ziekte van Parkinson of verwante aandoeningen,Dirk Cambier,3,D013486
Individugerichte methoden en technieken voor gedragsverandering,Stefaan Van Damme,3,D013493
Theorieën van gedragsverklaring en gedragsverandering,Geert Crombez,4,D013494
Gezondheidsbevorderende interventies: planmatige ontwikkeling,Benedicte Deforche,6,D013495
Gevorderde statistiek binnen de gezondheidsbevordering,Maïté Verloigne,4,D013496
"Gezondheidsbevorderende interventies: implementatie, evaluatie en beleidsgerichte strategieën",Benedicte Deforche,4,D013497
Communicatie en participatie binnen de gezondheidsbevordering,Maïté Verloigne,4,D013498
Stage,Benedicte Deforche,9,D013499
Beroepsspecifieke Logopedische diagnostiek en behandeling van personen met NAH,Miet De Letter,3,D013504
Beroepsspecifieke Logopedische diagnostiek en behandeling van personen met de ziekte van Parkinson of verwante aandoeningen,Miet De Letter,3,D013505
Beroepsspecifieke (Neuro)psychologische diagnostiek en behandeling van personen met NAH,MARIJKE MIATTON,3,D013508
Beroepsspecifieke (Neuro)psychologische diagnostiek en behandeling van personen met de ziekte van Parkinson of verwante aandoeningen,MARIJKE MIATTON,3,D013509
Beroepsspecifieke Verpleegkundige diagnostiek en behandeling van personen met NAH,Kristine Oostra,3,D013512
Beroepsspecifieke Verpleegkundige diagnostiek en behandeling van personen met de ziekte van Parkinson of verwante aandoeningen,Patrick Santens,3,D013513
Biomedische informatie en informatieverwerking,Christophe Ampe,3,D013517
Maternal and Newborn Health in a Globalizing World,Kristien Roelens,3,D013518
Programmeren in Python,Vanessa Vermeirssen,3,D013519
Cellen en weefsels,Anne Vral,6,D013520
Actuele sport- en bewegingsactiviteiten ,Frederik Deconinck,3,D013523
Injury Prevention and Sports Traumatology,Veerle Segers,5,D013524
Fysica (partim),Ans Baeyens,5,D013525
Immunologie (partim),Tom Taghon,3,D013526
Fundamenteel en toegepast biomedisch eiwitonderzoek (partim),Kris Gevaert,3,D013527
"Biologie, genetica en embryologie (partim)",Björn Menten,3,D013528
Laboratory Animal Science,Katleen Hermans,6,D013530
Innovation Management,Jan Demolder,5,D013531
Occupational science 1,Dominique Van de Velde,3,D013534
Management van zorg,Walter Sermeus,4,D013536
Psychomotorische therapeutische technieken ,Lynn Bar-On,6,D013538
Contextsensitief handelen,Lynn Bar-On,4,D013540
Masterproef 1,Jan Cosyn,12,D013565
Masterproef 2,Maarten Meire,18,D013566
Preklinische vaardigheden in endodontologie 1,Maarten Meire,8,D013567
Preklinische vaardigheden in endodontologie 2,Mieke De Bruyne,7,D013568
Preklinische vaardigheden in parodontologie 1,Thomas De Bruyckere,9,D013569
Preklinische vaardigheden in parodontologie 2,Thomas De Bruyckere,7,D013570
Preklinische vaardigheden in orthodontie 1,Guy De Pauw,8,D013571
Preklinische vaardigheden in orthodontie 2,Guy De Pauw,7,D013572
Preklinische vaardigheden in kindertandheelkunde en de bijzondere tandheelkunde 1,Sivaprakash Rajasekharan,8,D013573
Preklinische vaardigheden in kindertandheelkunde en de bijzondere tandheelkunde 2,Sivaprakash Rajasekharan,7,D013574
Klinische stage in parodontologie 1,Véronique Christiaens,30,D013575
Gespecialiseerde verdieping in parodontologie 3,Jan Cosyn,5,D013576
"Theoretische vorming van het systemisch denken en de systeemtherapeutische praktijk, deel 1  ",Gilbert Lemmens,5,D013577
"Theoretische vorming van het systemisch denken en de systeemtherapeutische praktijk, deel 2",Gilbert Lemmens,3,D013578
"Gevorderde theoretische vorming van het systemisch denken en de systeemtherapeutische praktijk, deel 1  ",Gilbert Lemmens,4,D013579
"Gevorderde theoretische vorming van het systemisch denken en de systeemtherapeutische praktijk, deel 2 ",Gilbert Lemmens,4,D013580
"Klinische vorming en vaardigheden van de systeemtherapeutische praktijk, deel 1",Hanna Van Parys,3,D013581
"Klinische vorming en vaardigheden van de systeemtherapeutische praktijk, deel 2",Hanna Van Parys,3,D013582
"Gevorderde klinische vorming en vaardigheden van de systeemtherapeutische praktijk, deel 1 ",Hanna Van Parys,4,D013583
"Gevorderde klinische vorming en vaardigheden van de systeemtherapeutische praktijk, deel 2 ",Hanna Van Parys,4,D013584
"Supervisie van de systeemtherapeutische praktijk, deel 1 ",Gilbert Lemmens,6,D013585
"Supervisie van de systeemtherapeutische praktijk, deel 2 ",Gilbert Lemmens,6,D013586
"Gevorderde supervisie van de systeemtherapeutische praktijk, deel 1  ",Gilbert Lemmens,6,D013587
"Gevorderde supervisie van de systeemtherapeutische praktijk, deel 2  ",Gilbert Lemmens,6,D013588
"Evidence-based werken binnen de partnerrelatie-, gezins- en systeempsychotherapie, deel 1 ",Lesley Verhofstadt,3,D013589
"Evidence-based werken binnen de partnerrelatie-, gezins- en systeempsychotherapie, deel 2",Lesley Verhofstadt,3,D013590
"Gevorderd evidence-based werken binnen de partnerrelatie-, gezins- en systeempsychotherapie, deel 1 ",Lesley Verhofstadt,3,D013591
"Gevorderd evidence-based werken binnen de partnerrelatie-, gezins- en systeempsychotherapie, deel 2",Lesley Verhofstadt,3,D013592
"Persoonlijke ontwikkeling als systeemtherapeut, deel 1",Gilbert Lemmens,3,D013593
"Persoonlijke ontwikkeling als systeemtherapeut, deel 2",Gilbert Lemmens,5,D013594
"Persoonlijke ontwikkeling als systeemtherapeut, deel 3",Gilbert Lemmens,3,D013595
"Persoonlijke ontwikkeling als systeemtherapeut, deel 4",Gilbert Lemmens,3,D013596
Klinische stage in endodontologie 1,Nastaran Meschi,30,D013597
Klinische stage in de kindertandheelkunde en de bijzondere tandheelkunde 1,Sivaprakash Rajasekharan,30,D013598
Probleemoplossend vermogen in kindertandheelkunde en de bijzondere tandheelkunde 1,Sivaprakash Rajasekharan,5,D013599
Probleemoplossend vermogen in kindertandheelkunde en de bijzondere tandheelkunde 2,Sivaprakash Rajasekharan,4,D013600
Probleemoplossend vermogen in kindertandheelkunde en de bijzondere tandheelkunde 3,Sivaprakash Rajasekharan,4,D013601
Probleemoplossend vermogen in orthodontie 1 ,Guy De Pauw,4,D013602
Probleemoplossend vermogen in orthodontie 2,Guy De Pauw,3,D013603
Probleemoplossend vermogen in orthodontie 3,Guy De Pauw,3,D013604
Gespecialiseerde verdieping in kindertandheelkunde en de bijzondere tandheelkunde 3,Sivaprakash Rajasekharan,5,D013606
Klinische stage in endodontologie 2,Mieke De Bruyne,30,D013607
Klinische stage in endodontologie 3,Roeland De Moor,30,D013608
Probleemoplossend vermogen in endodontologie 1,Maarten Meire,7,D013609
Probleemoplossend vermogen in endodontologie 2,Mieke De Bruyne,5,D013610
Probleemoplossend vermogen in endodontologie 3,Roeland De Moor,4,D013611
Gespecialiseerde verdieping in endodontologie 3,Nastaran Meschi,5,D013612
Probleemoplossend vermogen in parodontologie 1 ,Jan Cosyn,6,D013613
Probleemoplossend vermogen in parodontologie 2,Jan Cosyn,5,D013614
Probleemoplossend vermogen in parodontologie 3,Jan Cosyn,4,D013615
Klinische stage in orthodontie 1,Guy De Pauw,20,D013616
Gespecialiseerde verdieping in orthodontie 2,Guy De Pauw,3,D013617
Gespecialiseerde verdieping in orthodontie 3,Guy De Pauw,3,D013618
Klinische stage in parodontologie 2,Véronique Christiaens,30,D013619
Klinische stage in parodontologie 3,Jan Cosyn,30,D013620
Klinische stage in de kindertandheelkunde en de bijzondere tandheelkunde 2,Sivaprakash Rajasekharan,30,D013621
Klinische stage in de kindertandheelkunde en de bijzondere tandheelkunde 3,Sivaprakash Rajasekharan,30,D013622
Klinische stage in orthodontie 2,Guy De Pauw,20,D013623
Klinische stage in orthodontie 3,Guy De Pauw,20,D013624
Laboratory Quality Management and Assurance,Peter Van Eenoo,3,D013626
Research Proposal Biomedical Sciences,Philip Meuleman,4,D013627
Large Scale Analysis of Biomedical Data,Katleen De Preter,4,D013628
Major Internship Biomedical Sciences,Kaat Durinck,6,D013637
Ergotherapie in de gemeenschap,Dominique Van de Velde,3,D013642
Multi-drugresistente micro-organismen (MDRO) en antibioticabeleid ,Jerina Boelens,3,D013652
Exercise Testing and Prescription,Jan Boone,3,D013657
Voedingsleer 2,Wim Derave,5,D013660
Voedingsleer bij specifieke doelgroepen,Greet Cardon,4,D013661
Sportvoeding 2,Wim Derave,4,D013662
Klinische sportvoeding,Wim Derave,5,D013663
Remediëring chemie,Christophe Ampe,0,D013664
Remediëring wiskunde,Christophe Ampe,0,D013665
"Anatomie en fysiologie van gehoor-, spraak- en evenwichtsorganen en craniale zenuwen",Jimmy Van den Eynden,6,D013666
Algemene fysiologie van het menselijk lichaam,Patrick Wouters,6,D013667
"Cytologie, histologie en biochemie",Anne Vral,5,D013668
Methodologie: kwantitatief  onderzoek,Hannah Keppler,3,D013669
Geschiedenis en basisconcepten in de logopedie en audiologie,Bart Vinck,8,D013670
Anatomie en farmacologie van het centrale zenuwstelsel,Patrick Santens,3,D013671
Ontwikkelingspsychologie,Inge Antrop,4,D013672
Medische psychologie,Gwendolyn Portzky,4,D013673
Taalontwikkeling,Evelien D'haeseleer,3,D013674
(Neuro)pediatrie,SOPHIE VANHAESEBROUCK,3,D013675
Methodologie: kwalitatief onderzoek m.i.v. maatschappelijk onderzoeksproject,Kenneth Chambaere,5,D013676
"Pathologie van spraak-, gehoor-, evenwichts- en kauworganen",Ingeborg Dhooge,4,D013677
Fonetiek en psycholinguïstiek,Evelien D'haeseleer,4,D013680
Klinische neurologie,Paul Boon,3,D013682
Klinische neurochirurgie,Edward Baert,3,D013683
"Intervisie, reflecteren en communicatie",Kim Bettens,4,D013684
Statistiek m.i.v. maatschappelijk onderzoeksproject,Pascal Coorevits,5,D013685
Klinische audiologie 1,Bart Vinck,6,D013690
Auditieve revalidatie 1,Hannah Keppler,6,D013691
Vestibulologie 1,Leen Maes,4,D013692
Preventieve audiologie 1,Bart Vinck,3,D013693
Taalontwikkelingsstoornissen,Evelien D'haeseleer,6,D013701
Leerstoornissen,Lien Peters,6,D013702
Neurologische spraak- en slikstoornissen,Gwen Van Nuffelen,6,D013703
Vocale technieken,Kristiane Van Lierde,4,D013704
Medische beeldvorming,Geert Villeirs,4,D013708
Maatschappelijke en mondiale verbreding 1,Leen Maes,3,D013709
Maatschappelijke en mondiale verbreding 2,Leen Maes,3,D013710
Interprofessionele benadering van complexe logopedische casuïstiek,Miet De Letter,5,D013711
Leerstoornissen in context,Petra Warreyn,3,D013712
Instrumentele fonetiek ,Youri Maryn,3,D013713
Alternatieve communicatie en artificiële intelligentie,Kristiane Van Lierde,3,D013714
Stem- en slikstoornissen,Kristiane Van Lierde,3,D013715
Genderdiversiteit in stem en communicatie,Evelien D'haeseleer,3,D013716
Faciale pathologie,Kristiane Van Lierde,3,D013717
"Neuropathologie en -fysiologie van spraak, taal en slikken",Patrick Santens,3,D013718
Toegepaste neurolinguïstiek m.i.v. meertaligheid,Miet De Letter,3,D013719
Spraak- en taalontwikkelingsstoornissen,Evelien D'haeseleer,3,D013721
Resonantiestoornissen,Kristiane Van Lierde,3,D013722
Wetenschappelijke verdieping stotteren,Kurt Eggers,3,D013723
Evidence-based behandeling stotteren en broddelen,Kurt Eggers,3,D013724
Masterstage in de logopedie 1,Kristiane Van Lierde,20,D013725
Masterstage in de logopedie 2,Kristiane Van Lierde,9,D013726
Masterproef in de logopedie 1,Hannah Keppler,9,D013727
Masterproef in de logopedie 2,Hannah Keppler,18,D013728
Auditieve neurowetenschappen 1,Bart Vinck,3,D013729
Vestibulaire neurowetenschappen 1,Leen Maes,3,D013730
Pediatrische audiologie en vestibulologie,Leen Maes,3,D013731
Auditieve neurowetenschappen 2,Hannah Keppler,3,D013732
Vestibulaire neurowetenschappen 2,Leen Maes,3,D013733
Onderzoeksproject in de logopedische en audiologische wetenschappen 1,Hannah Keppler,7,D013735
Onderzoeksproject in de logopedische en audiologische wetenschappen 2,Hannah Keppler,7,D013736
Masterstage in de audiologie 1,Leen Maes,20,D013737
Masterstage in de audiologie 2,Leen Maes,9,D013738
Masterproef in de audiologie 1,Hannah Keppler,9,D013739
Masterproef in de audiologie 2,Hannah Keppler,18,D013740
Interprofessionele benadering van complexe audiovestibulaire casuïstiek,Leen Maes,5,D013741
3D-printing in de tandheelkunde,Maarten Glibert,4,D013742
Gevorderde technieken voor het restaureren met composiet,Stefan Vandeweghe,4,D013743
Interceptieve orthodontie in de algemene praktijk,Guy De Pauw,4,D013744
Functionele anatomie: introductie en onderste lidmaat,Tom Van Hoof,4,D013745
Functionele anatomie: romp en bovenste lidmaat,Tom Van Hoof,3,D013746
Neurowetenschappen,Patrick Calders,4,D013747
Neurologie,Jan De Bleecker,3,D013748
Bachelorstage,Erik Witvrouw,8,D013750
Gevorderde masterstage in revalidatie en kinesitherapie bij musculoskeletale aandoeningen,Erik Witvrouw,12,D013751
Gevorderde masterstage in revalidatie en kinesitherapie bij kinderen,Erik Witvrouw,12,D013752
